Case ID,Activity,Concurrent Case Count,Avg Qty Completed by Others,Avg Qty Rejected by Others,Avg Duration of Concurrent Cases,Active Resources Count,Total Qty Completed by Others,Completion Time (minutes)
Case 67,Turning & Milling - Machine 4,7,26.444444444444443,0.0,59.0,3,238,224.0
Case 67,Turning & Milling - Machine 4,0,,,,0,0,180.0
Case 67,Turning & Milling - Machine 4,5,64.83333333333333,0.8333333333333334,250.83333333333334,3,389,288.0
Case 67,Turning & Milling - Machine 4,1,21.5,0.0,286.5,2,43,229.0
Case 67,Turning & Milling - Machine 4,0,,,,0,0,184.0
Case 67,Turning & Milling - Machine 4,1,11.0,0.0,615.0,1,11,371.0
Case 67,Turning & Milling Q.C.,0,,,,0,0,190.0
Case 67,Laser Marking - Machine 7,1,0.0,0.0,415.0,1,0,28.0
Case 67,Laser Marking - Machine 7,0,,,,0,0,159.0
Case 67,Lapping - Machine 1,4,2.6,0.0,66.0,2,13,75.0
Case 67,Grinding Rework,0,,,,0,0,96.0
Case 67,Grinding Rework,1,9.0,0.0,121.0,1,9,1.0
Case 67,Lapping - Machine 1,1,9.0,0.0,121.0,1,9,158.0
Case 68,Turning - Machine 21,1,0.0,0.0,320.0,1,0,270.0
Case 68,Turning - Machine 8,1,42.0,0.0,449.0,1,42,60.0
Case 68,Final Inspection Q.C.,2,10.0,0.0,585.0,2,20,91.0
Case 68,Packing,13,54.06666666666667,0.0,65.0,3,811,60.0
Case 68,Final Inspection Q.C.,1,1.0,0.0,86.0,1,1,30.0
Case 69,Milling - Machine 8,1,23.0,0.0,6.0,1,23,479.0
Case 69,Packing,7,97.28571428571429,0.0,62.142857142857146,2,681,60.0
Case 69,Final Inspection Q.C.,2,10.0,0.5,73.5,2,20,75.0
Case 7,Turning & Milling - Machine 4,1,25.0,0.0,260.0,1,25,467.0
Case 7,Setup - Machine 4,0,,,,0,0,113.0
Case 7,Turning & Milling - Machine 4,2,27.0,1.3333333333333333,56.333333333333336,1,81,489.0
Case 7,Turning & Milling - Machine 4,1,30.0,0.0,20.0,1,30,147.0
Case 7,Turning & Milling - Machine 4,1,1.0,0.0,230.0,1,1,36.0
Case 7,Turning & Milling - Machine 4,0,,,,0,0,45.0
Case 7,Turning & Milling Q.C.,1,129.0,0.0,280.0,1,129,1.0
Case 7,Flat Grinding - Machine 11,0,,,,0,0,75.0
Case 7,Lapping - Machine 1,0,,,,0,0,75.0
Case 7,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 7,Final Inspection Q.C.,0,,,,0,0,56.0
Case 7,Final Inspection Q.C.,2,18.333333333333332,0.0,240.0,3,55,168.0
Case 7,Packing,4,24.0,0.0,60.0,1,120,60.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,661.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,523.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,325.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,157.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,243.0
Case 70,Turning & Milling - Machine 9,1,3.0,0.0,64.0,1,3,265.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,583.0
Case 70,Turning & Milling - Machine 9,2,24.0,0.0,512.0,2,48,319.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,183.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,371.0
Case 70,Turning & Milling Q.C.,0,,,,0,0,16.0
Case 70,Turning & Milling Q.C.,0,,,,0,0,59.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,124.0
Case 70,Turning & Milling Q.C.,1,6.0,0.0,270.0,1,6,320.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,392.0
Case 70,Turning & Milling Q.C.,2,33.0,0.0,225.5,1,66,260.0
Case 70,Turning & Milling - Machine 9,2,4.0,0.0,100.0,2,8,446.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,451.0
Case 70,Turning & Milling Q.C.,1,0.0,2.0,30.0,1,0,146.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,34.0
Case 70,Turning & Milling - Machine 9,3,41.0,0.3333333333333333,91.66666666666667,2,123,75.0
Case 70,Turning & Milling - Machine 9,6,27.166666666666668,0.3333333333333333,347.3333333333333,5,163,227.0
Case 70,Turning & Milling - Machine 9,5,32.0,0.4,349.0,4,160,523.0
Case 70,Turning & Milling Q.C.,1,0.0,0.0,230.0,1,0,410.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,168.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,437.0
Case 70,Fix EDM,6,20.571428571428573,0.0,68.57142857142857,4,144,121.0
Case 70,Turning & Milling Q.C.,0,,,,0,0,539.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,486.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,365.0
Case 70,Turning & Milling Q.C.,6,5.75,0.0,86.5,4,46,75.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,120.0
Case 70,Turning & Milling Q.C.,3,4.0,0.0,112.0,3,12,484.0
Case 70,Turning & Milling - Machine 9,3,4.0,0.0,112.0,3,12,100.0
Case 70,Turning & Milling Q.C.,0,,,,0,0,40.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,396.0
Case 70,Fix EDM,0,,,,0,0,60.0
Case 70,Turning & Milling Q.C.,4,19.5,0.0,317.25,4,78,28.0
Case 70,Turning & Milling - Machine 8,0,,,,0,0,731.0
Case 70,Turning & Milling - Machine 8,4,24.5,0.75,183.0,3,98,690.0
Case 70,Turning & Milling Q.C.,2,0.0,0.5,90.5,2,0,93.0
Case 70,Turning & Milling - Machine 8,0,,,,0,0,262.0
Case 70,Turning & Milling - Machine 8,1,15.0,0.0,193.0,1,15,501.0
Case 70,Turning & Milling Q.C.,1,139.0,0.0,151.0,1,139,56.0
Case 70,Turning & Milling - Machine 8,0,,,,0,0,607.0
Case 70,Turning & Milling - Machine 8,3,4.333333333333333,0.0,114.0,3,13,309.0
Case 70,Turning Q.C.,1,7.0,0.0,101.0,1,7,60.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,363.0
Case 70,Turning & Milling - Machine 8,0,,,,0,0,444.0
Case 70,Turning & Milling - Machine 8,0,,,,0,0,79.0
Case 70,Turning & Milling - Machine 8,1,0.0,0.0,310.0,1,0,636.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,81.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,238.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,226.0
Case 70,Turning Q.C.,1,0.0,0.0,100.0,1,0,120.0
Case 70,Turning & Milling - Machine 8,0,,,,0,0,377.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,407.0
Case 70,Turning & Milling Q.C.,4,76.5,1.0,204.0,3,306,173.0
Case 70,Fix EDM,0,,,,0,0,60.0
Case 70,Turning Q.C.,1,0.0,0.0,90.0,1,0,403.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,420.0
Case 70,Grinding Rework - Machine 12,0,,,,0,0,90.0
Case 70,Turning & Milling - Machine 8,0,,,,0,0,145.0
Case 70,Turning Q.C.,4,23.0,0.0,236.8,3,115,241.0
Case 70,Turning & Milling - Machine 8,1,9.0,0.0,156.0,1,9,101.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,450.0
Case 70,Turning & Milling - Machine 8,1,0.0,0.0,210.0,1,0,484.0
Case 70,Turning & Milling - Machine 9,0,,,,0,0,498.0
Case 70,Turning & Milling - Machine 9,1,12.0,0.0,447.0,1,12,520.0
Case 70,Turning & Milling - Machine 8,0,,,,0,0,447.0
Case 70,Turning & Milling - Machine 8,4,92.0,0.0,148.5,3,368,480.0
Case 70,Turning & Milling - Machine 9,1,6.0,0.0,600.0,1,6,65.0
Case 70,Turning Q.C.,1,0.0,0.0,158.0,1,0,127.0
Case 70,Turning & Milling - Machine 8,0,,,,0,0,497.0
Case 70,Turning Q.C.,1,11.0,0.0,319.0,1,11,100.0
Case 71,Turning & Milling - Machine 10,0,,,,0,0,143.0
Case 71,Turning & Milling - Machine 10,0,,,,0,0,197.0
Case 71,Packing,9,22.3,0.5,61.5,2,223,60.0
Case 71,Turning Q.C.,0,,,,0,0,4.0
Case 71,Laser Marking - Machine 7,0,,,,0,0,36.0
Case 71,Flat Grinding - Machine 11,0,,,,0,0,1.0
Case 71,Final Inspection Q.C.,0,,,,0,0,75.0
Case 72,Turning & Milling - Machine 8,0,,,,0,0,574.0
Case 72,Turning & Milling - Machine 8,0,,,,0,0,46.0
Case 72,Turning & Milling Q.C.,0,,,,0,0,86.0
Case 72,Flat Grinding - Machine 11,4,16.75,0.0,127.5,3,67,75.0
Case 72,Flat Grinding - Machine 11,1,0.0,0.0,428.0,1,0,1.0
Case 72,Laser Marking - Machine 7,1,0.0,0.0,428.0,1,0,206.0
Case 72,Flat Grinding - Machine 11,0,,,,0,0,75.0
Case 72,Packing,5,25.714285714285715,0.0,64.28571428571429,2,180,60.0
Case 72,Packing,5,25.714285714285715,0.0,64.28571428571429,2,180,60.0
Case 72,Final Inspection Q.C.,0,,,,0,0,1.0
Case 73,Turning & Milling - Machine 4,0,,,,0,0,8.0
Case 73,Turning & Milling - Machine 4,0,,,,0,0,552.0
Case 73,Turning & Milling - Machine 4,3,5.666666666666667,0.0,132.66666666666666,3,17,209.0
Case 73,Turning & Milling - Machine 4,0,,,,0,0,173.0
Case 73,Turning & Milling - Machine 4,2,0.5,0.0,90.25,2,2,131.0
Case 73,Turning & Milling - Machine 4,0,,,,0,0,76.0
Case 73,Turning & Milling - Machine 4,1,0.0,0.0,184.0,1,0,338.0
Case 73,Turning & Milling Q.C.,0,,,,0,0,62.0
Case 73,Turning & Milling - Machine 4,1,3.0,0.0,417.0,1,3,262.0
Case 73,Turning & Milling - Machine 4,2,5.5,0.0,350.0,2,11,148.0
Case 73,Turning & Milling Q.C.,0,,,,0,0,22.0
Case 73,Laser Marking - Machine 7,1,0.0,0.0,223.0,1,0,20.0
Case 73,Round Grinding - Machine 2,1,6.0,0.0,1.0,1,6,109.0
Case 73,Round Grinding - Machine 2,1,0.0,0.0,38.0,1,0,34.0
Case 73,Round Grinding - Machine 2,0,,,,0,0,250.0
Case 73,Round Grinding - Machine 2,1,83.0,0.0,627.0,1,83,54.0
Case 73,Round Grinding - Machine 2,1,27.0,0.0,571.0,1,27,135.0
Case 73,Round Grinding - Q.C.,1,0.0,0.0,54.0,1,0,24.0
Case 73,Packing,1,21.0,0.0,60.0,1,21,60.0
Case 73,Final Inspection Q.C.,3,34.0,0.0,100.0,2,102,298.0
Case 74,Packing,4,60.0,0.0,93.75,3,240,60.0
Case 74,Final Inspection Q.C.,0,,,,0,0,36.0
Case 74,Final Inspection Q.C.,1,12.0,0.0,170.0,1,12,75.0
Case 75,Turning & Milling - Machine 8,1,0.0,0.0,4.0,1,0,64.0
Case 75,Turning & Milling - Machine 8,0,,,,0,0,259.0
Case 75,Turning & Milling - Machine 8,2,12.0,0.0,212.5,2,24,205.0
Case 75,Turning & Milling - Machine 8,0,,,,0,0,180.0
Case 75,Turning & Milling - Machine 8,3,38.666666666666664,0.0,216.66666666666666,3,116,210.0
Case 75,Turning & Milling - Machine 8,0,,,,0,0,60.0
Case 75,Turning & Milling Q.C.,1,0.0,0.0,392.0,1,0,80.0
Case 75,Laser Marking - Machine 7,1,72.0,0.0,31.0,1,72,1.0
Case 75,Lapping - Machine 1,1,0.0,0.0,80.0,1,0,38.0
Case 75,Round Grinding - Machine 12,3,0.0,2.3333333333333335,75.66666666666667,1,0,90.0
Case 75,Round Grinding - Machine 12,1,20.0,0.0,214.0,1,20,240.0
Case 75,Round Grinding - Machine 12,0,,,,0,0,160.0
Case 75,Packing,13,41.875,0.9375,65.625,6,670,60.0
Case 75,Final Inspection Q.C.,0,,,,0,0,50.0
Case 76,Round Grinding - Machine 12,0,,,,0,0,30.0
Case 76,Packing,13,42.1875,0.9375,65.625,6,675,60.0
Case 76,Final Inspection Q.C.,0,,,,0,0,61.0
Case 77,Turning & Milling - Machine 9,1,235.0,0.0,120.0,1,235,386.0
Case 77,Turning & Milling - Machine 9,0,,,,0,0,316.0
Case 77,Turning & Milling - Machine 9,2,4.0,0.0,264.5,2,8,456.0
Case 77,Turning & Milling - Machine 9,0,,,,0,0,438.0
Case 77,Turning & Milling - Machine 9,0,,,,0,0,265.0
Case 77,Turning & Milling - Machine 9,1,17.0,0.0,638.0,1,17,636.0
Case 77,Turning & Milling Q.C.,1,9.0,0.0,360.0,1,9,180.0
Case 77,Turning & Milling - Machine 9,1,12.0,0.0,604.0,1,12,605.0
Case 77,Turning & Milling - Machine 9,6,57.0,0.7142857142857143,173.57142857142858,4,399,651.0
Case 77,Turning & Milling - Machine 9,1,13.0,0.0,371.0,1,13,615.0
Case 77,Turning & Milling - Machine 9,1,0.0,0.0,389.0,1,0,130.0
Case 77,Turning & Milling - Machine 10,1,37.0,0.0,389.0,1,37,382.0
Case 77,Turning & Milling - Machine 10,0,,,,0,0,223.0
Case 77,Round Grinding - Machine 3,2,5.0,0.0,151.0,2,10,90.0
Case 77,Turning & Milling - Machine 10,2,5.0,0.0,151.0,2,10,390.0
Case 77,Round Grinding - Machine 3,0,,,,0,0,270.0
Case 77,Turning & Milling - Machine 10,0,,,,0,0,370.0
Case 77,Turning & Milling Q.C.,2,30.0,0.0,48.5,2,60,51.0
Case 77,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 77,Round Grinding - Machine 12,0,,,,0,0,100.0
Case 77,Flat Grinding - Machine 11,0,,,,0,0,1.0
Case 77,Lapping - Machine 1,0,,,,0,0,75.0
Case 77,Flat Grinding - Machine 11,0,,,,0,0,161.0
Case 77,Round Grinding - Machine 3,0,,,,0,0,189.0
Case 77,Round Grinding - Machine 12,0,,,,0,0,342.0
Case 77,Lapping - Machine 1,0,,,,0,0,75.0
Case 77,Flat Grinding - Machine 11,0,,,,0,0,272.0
Case 77,Lapping - Machine 1,0,,,,0,0,273.0
Case 77,Turning & Milling - Machine 10,2,0.0,0.0,4.0,2,0,635.0
Case 77,Lapping - Machine 1,0,,,,0,0,214.0
Case 77,Round Grinding - Machine 3,0,,,,0,0,167.0
Case 77,Turning & Milling - Machine 10,2,0.5,0.0,218.0,2,1,61.0
Case 77,Round Grinding - Q.C.,2,0.5,0.0,115.5,2,1,100.0
Case 77,Turning & Milling Q.C.,2,0.5,0.0,115.5,2,1,100.0
Case 77,Turning - Machine 8,0,,,,0,0,711.0
Case 77,Turning & Milling - Machine 10,0,,,,0,0,129.0
Case 77,Flat Grinding - Machine 11,0,,,,0,0,337.0
Case 77,Round Grinding - Q.C.,1,0.0,2.0,422.0,1,0,230.0
Case 77,Turning & Milling Q.C.,1,0.0,2.0,422.0,1,0,230.0
Case 77,Round Grinding - Machine 3,1,22.0,0.0,338.0,1,22,184.0
Case 77,Round Grinding - Machine 12,0,,,,0,0,70.0
Case 77,Turning & Milling Q.C.,0,,,,0,0,285.0
Case 77,Round Grinding - Q.C.,0,,,,0,0,280.0
Case 77,Round Grinding - Machine 3,1,12.0,0.0,1.0,1,12,141.0
Case 77,Round Grinding - Machine 12,0,,,,0,0,131.0
Case 77,Lapping - Machine 1,1,31.0,0.0,1.0,1,31,1361.0
Case 77,Turning & Milling Q.C.,0,,,,0,0,260.0
Case 77,Lapping - Machine 1,0,,,,0,0,327.0
Case 77,Round Grinding - Machine 12,0,,,,0,0,326.0
Case 77,Packing,1,18.0,0.0,60.0,1,18,60.0
Case 77,Round Grinding - Q.C.,1,0.0,0.0,31.0,1,0,100.0
Case 77,Turning - Machine 8,2,0.0,0.0,224.5,2,0,144.0
Case 77,Final Inspection Q.C.,0,,,,0,0,56.0
Case 77,Deburring - Manual,1,9.0,0.0,171.0,1,9,75.0
Case 77,Turning - Machine 8,1,9.0,0.0,171.0,1,9,1.0
Case 77,Lapping - Machine 1,0,,,,0,0,2.0
Case 77,Round Grinding - Machine 3,1,35.0,0.0,473.0,1,35,14.0
Case 77,Round Grinding - Machine 3,0,,,,0,0,111.0
Case 77,Round Grinding - Machine 12,1,109.0,0.0,125.0,1,109,154.0
Case 77,Round Grinding - Machine 3,1,0.0,0.0,205.0,1,0,233.0
Case 77,Round Grinding - Machine 3,0,,,,0,0,113.0
Case 77,Round Grinding - Machine 3,0,,,,0,0,64.0
Case 77,Round Grinding - Machine 3,2,19.0,0.0,343.5,2,38,8.0
Case 77,Turning - Machine 8,1,12.0,0.0,45.0,1,12,721.0
Case 77,Round Grinding - Machine 3,1,12.0,0.0,72.0,1,12,460.0
Case 77,Final Inspection Q.C.,1,153.0,1.0,166.0,1,153,280.0
Case 77,Round Grinding - Machine 3,0,,,,0,0,200.0
Case 77,Round Grinding - Q.C.,1,10.0,0.0,50.0,1,10,282.0
Case 77,Turning - Machine 8,0,,,,0,0,1.0
Case 77,Round Grinding - Q.C.,2,1.3333333333333333,0.0,130.66666666666666,2,4,100.0
Case 77,Round Grinding - Q.C.,0,,,,0,0,230.0
Case 77,Deburring - Manual,0,,,,0,0,407.0
Case 77,Final Inspection Q.C.,1,80.0,0.0,45.0,1,80,60.0
Case 77,Turning - Machine 8,0,,,,0,0,1.0
Case 77,Packing,4,13.4,0.4,63.0,2,67,60.0
Case 77,Final Inspection Q.C.,0,,,,0,0,122.0
Case 77,Turning - Machine 8,6,57.833333333333336,0.0,65.0,2,347,75.0
Case 77,Deburring - Manual,6,57.833333333333336,0.0,65.0,2,347,75.0
Case 77,Final Inspection Q.C.,1,1.0,0.0,10.0,1,1,100.0
Case 78,Turning & Milling - Machine 5,0,,,,0,0,207.0
Case 78,Turning & Milling - Machine 5,0,,,,0,0,105.0
Case 78,Turning & Milling - Machine 5,1,0.0,0.0,72.0,1,0,392.0
Case 78,Turning & Milling - Machine 5,2,15.5,0.0,443.5,2,31,531.0
Case 78,Turning & Milling - Machine 5,0,,,,0,0,185.0
Case 78,Turning & Milling - Machine 5,1,31.0,0.0,625.0,1,31,194.0
Case 78,Turning & Milling - Machine 5,0,,,,0,0,228.0
Case 78,Turning & Milling - Machine 5,0,,,,0,0,147.0
Case 78,Turning & Milling - Machine 5,0,,,,0,0,2.0
Case 78,Turning & Milling - Machine 5,2,26.0,0.0,553.0,2,52,60.0
Case 78,Turning & Milling - Machine 5,0,,,,0,0,45.0
Case 78,Turning & Milling Q.C.,1,0.0,0.0,27.0,1,0,75.0
Case 78,Turning & Milling Q.C.,0,,,,0,0,49.0
Case 78,Turning & Milling Q.C.,2,25.5,0.0,327.0,2,51,27.0
Case 78,Turning & Milling - Machine 5,0,,,,0,0,461.0
Case 78,Laser Marking - Machine 7,0,,,,0,0,75.0
Case 78,Turning & Milling - Machine 5,2,16.0,0.0,437.0,2,32,281.0
Case 78,Turning & Milling - Machine 5,0,,,,0,0,1.0
Case 78,Turning & Milling - Machine 5,0,,,,0,0,336.0
Case 78,Turning & Milling - Machine 5,1,18.0,0.0,303.0,1,18,304.0
Case 78,Turning & Milling - Machine 5,1,0.0,0.0,278.0,1,0,299.0
Case 78,Turning & Milling Q.C.,0,,,,0,0,37.0
Case 78,Turning & Milling - Machine 5,0,,,,0,0,300.0
Case 78,Turning & Milling - Machine 5,1,30.0,0.0,1314.0,1,30,1315.0
Case 78,Turning & Milling - Machine 5,1,20.0,0.0,429.0,1,20,428.0
Case 78,Turning & Milling - Machine 5,1,8.5,0.0,299.0,2,17,553.0
Case 78,Turning & Milling Q.C.,0,,,,0,0,61.0
Case 78,Turning & Milling - Machine 5,1,13.0,0.0,241.0,1,13,63.0
Case 78,Turning & Milling - Machine 5,0,,,,0,0,381.0
Case 78,Laser Marking - Machine 7,4,18.166666666666668,0.0,67.5,2,109,75.0
Case 78,Turning & Milling - Machine 5,4,18.166666666666668,0.0,67.5,2,109,418.0
Case 78,Turning & Milling Q.C.,2,3.0,0.0,254.0,2,6,75.0
Case 78,Turning & Milling Q.C.,1,1.0,0.0,489.0,1,1,75.0
Case 78,Turning & Milling Q.C.,0,,,,0,0,302.0
Case 78,Laser Marking - Machine 7,1,25.0,0.0,245.0,1,25,96.0
Case 78,Laser Marking - Machine 7,0,,,,0,0,15.0
Case 78,Turning & Milling Q.C.,0,,,,0,0,6.0
Case 78,Turning & Milling Q.C.,2,28.5,0.0,241.0,2,57,75.0
Case 78,Lapping - Machine 1,8,26.5,0.0,63.75,3,212,75.0
Case 78,Lapping - Machine 1,1,0.0,0.0,281.0,1,0,233.0
Case 78,Round Grinding - Machine 2,0,,,,0,0,121.0
Case 78,Round Grinding - Machine 2,0,,,,0,0,341.0
Case 78,Round Grinding - Machine 2,4,91.5,0.0,214.75,3,366,215.0
Case 78,Lapping - Machine 1,1,0.0,0.0,70.0,1,0,163.0
Case 78,Turning & Milling Q.C.,0,,,,0,0,4.0
Case 78,Turning & Milling Q.C.,1,2.0,0.0,259.0,1,2,554.0
Case 78,Round Grinding - Machine 2,1,25.0,0.0,100.0,1,25,319.0
Case 78,Lapping - Machine 1,0,,,,0,0,75.0
Case 79,Turning & Milling Q.C.,0,,,,0,0,61.0
Case 79,Laser Marking - Machine 7,0,,,,0,0,229.0
Case 79,Lapping - Machine 1,7,69.8,0.0,69.0,6,698,75.0
Case 79,Lapping - Machine 1,1,0.0,0.0,154.5,1,0,87.0
Case 79,Final Inspection Q.C.,1,6.0,0.0,75.0,1,6,87.0
Case 79,Packing,4,19.0,0.0,60.0,1,76,60.0
Case 80,Turning & Milling - Machine 5,0,,,,0,0,210.0
Case 80,Turning & Milling - Machine 5,0,,,,0,0,421.0
Case 80,Turning & Milling Q.C.,0,,,,0,0,138.0
Case 80,Laser Marking - Machine 7,0,,,,0,0,21.0
Case 80,Lapping - Machine 1,9,67.63636363636364,0.0,61.36363636363637,2,744,75.0
Case 80,Lapping - Machine 1,0,,,,0,0,19.0
Case 80,Round Grinding - Machine 3,0,,,,0,0,103.0
Case 80,Round Grinding - Machine 3,0,,,,0,0,188.0
Case 80,Round Grinding - Machine 3,0,,,,0,0,330.0
Case 80,Round Grinding - Machine 3,0,,,,0,0,332.0
Case 80,Round Grinding - Machine 3,0,,,,0,0,180.0
Case 81,Turning & Milling Q.C.,0,,,,0,0,79.0
Case 81,Turning & Milling Q.C.,1,1.0,0.0,131.0,1,1,371.0
Case 81,Turning & Milling Q.C.,1,10.0,0.0,70.0,1,10,560.0
Case 82,Turning & Milling - Machine 5,1,12.0,0.0,75.0,1,12,474.0
Case 82,Turning & Milling - Machine 5,0,,,,0,0,17.0
Case 82,Turning & Milling - Machine 5,1,2.0,0.0,107.0,1,2,47.0
Case 82,Turning & Milling - Machine 5,0,,,,0,0,505.0
Case 82,Turning & Milling Q.C.,0,,,,0,0,232.0
Case 82,Laser Marking - Machine 7,0,,,,0,0,60.0
Case 82,Grinding Rework,2,3.0,0.5,62.0,2,6,74.0
Case 82,Lapping - Machine 1,0,,,,0,0,222.0
Case 82,Lapping - Machine 1,0,,,,0,0,81.0
Case 82,Round Grinding - Machine 2,1,0.0,0.0,371.0,1,0,131.0
Case 82,Round Grinding - Machine 2,0,,,,0,0,219.0
Case 82,Round Grinding - Machine 2,0,,,,0,0,458.0
Case 83,Turning & Milling - Machine 5,5,42.5,0.0,65.0,2,255,75.0
Case 83,Turning & Milling - Machine 5,0,,,,0,0,408.0
Case 83,Turning & Milling - Machine 5,0,,,,0,0,98.0
Case 83,Turning & Milling - Machine 5,0,,,,0,0,379.0
Case 83,Turning & Milling - Machine 5,2,16.5,0.0,73.0,1,33,193.0
Case 83,Turning & Milling Q.C.,0,,,,0,0,60.0
Case 83,Turning & Milling - Machine 5,0,,,,0,0,327.0
Case 83,Turning & Milling - Machine 5,2,61.0,0.0,18.0,2,122,330.0
Case 83,Turning & Milling Q.C.,0,,,,0,0,90.0
Case 83,Lapping - Machine 1,3,18.0,0.0,65.0,2,54,75.0
Case 83,Laser Marking - Machine 7,0,,,,0,0,33.0
Case 83,Flat Grinding - Machine 11,0,,,,0,0,76.0
Case 83,Lapping - Machine 1,0,,,,0,0,145.0
Case 83,Flat Grinding - Machine 11,0,,,,0,0,22.0
Case 83,Lapping - Machine 1,1,9.0,0.0,1.0,1,9,29.0
Case 84,Turning & Milling - Machine 8,0,,,,0,0,364.0
Case 84,Turning & Milling - Machine 8,0,,,,0,0,63.0
Case 84,Turning & Milling - Machine 8,0,,,,0,0,29.0
Case 84,Turning & Milling - Machine 8,0,,,,0,0,16.0
Case 84,Turning & Milling - Machine 8,0,,,,0,0,311.0
Case 84,Turning & Milling Q.C.,1,2.0,0.0,23.0,1,2,61.0
Case 84,Turning & Milling - Machine 8,0,,,,0,0,160.0
Case 84,Turning & Milling Q.C.,0,,,,0,0,1.0
Case 84,Laser Marking - Machine 7,0,,,,0,0,53.0
Case 84,Flat Grinding - Machine 11,0,,,,0,0,35.0
Case 84,Round Grinding - Manual,0,,,,0,0,177.0
Case 84,Round Grinding - Manual,0,,,,0,0,277.0
Case 84,Final Inspection Q.C.,0,,,,0,0,377.0
Case 84,Packing,6,17.25,0.0,75.75,6,138,60.0
Case 84,Final Inspection Q.C.,1,10.0,0.0,426.0,1,10,1.0
Case 84,Final Inspection Q.C.,0,,,,0,0,165.0
Case 84,Final Inspection Q.C.,0,,,,0,0,75.0
Case 84,Grinding Rework - Machine 27,2,0.0,0.0,64.0,2,0,120.0
Case 84,Packing,6,15.875,0.0,69.375,2,127,60.0
Case 84,Packing,6,15.875,0.0,69.375,2,127,60.0
Case 84,Final Inspection Q.C.,0,,,,0,0,64.0
Case 85,Turning & Milling - Machine 6,1,15.0,0.0,193.0,1,15,576.0
Case 85,Turning & Milling - Machine 6,1,7.0,0.0,38.0,1,7,62.0
Case 85,Turning & Milling - Machine 6,0,,,,0,0,249.0
Case 85,Turning & Milling - Machine 6,9,23.5,0.0,60.0,1,235,75.0
Case 85,Turning & Milling - Machine 6,0,,,,0,0,184.0
Case 85,Turning & Milling Q.C.,1,0.0,0.0,60.0,1,0,38.0
Case 86,Turning & Milling - Machine 6,0,,,,0,0,161.0
Case 86,Turning & Milling - Machine 6,1,0.0,0.0,374.0,1,0,369.0
Case 86,Turning & Milling - Machine 6,0,,,,0,0,94.0
Case 86,Turning & Milling - Machine 6,1,0.0,0.0,107.0,1,0,629.0
Case 86,Turning & Milling - Machine 6,2,4.5,0.0,349.0,2,9,70.0
Case 86,Turning & Milling - Machine 6,1,2.0,0.0,410.0,1,2,1.0
Case 86,Turning & Milling Q.C.,2,79.5,0.0,114.0,2,159,40.0
Case 86,Turning & Milling Q.C.,1,0.0,0.0,110.0,1,0,107.0
Case 87,Turning & Milling - Machine 4,1,6.5,0.0,103.5,2,13,428.0
Case 87,Turning & Milling - Machine 4,0,,,,0,0,311.0
Case 87,Turning & Milling - Machine 4,0,,,,0,0,345.0
Case 87,Turning & Milling Q.C.,1,9.0,0.0,154.0,1,9,71.0
Case 87,Turning & Milling - Machine 4,1,0.0,0.0,463.0,1,0,75.0
Case 87,Turning & Milling - Machine 4,0,,,,0,0,214.0
Case 87,Turning & Milling - Machine 4,0,,,,0,0,235.0
Case 87,Turning & Milling - Machine 4,3,3.0,0.0,302.3333333333333,3,9,418.0
Case 87,Turning & Milling Q.C.,2,3.5,0.0,290.5,2,7,18.0
Case 87,Turning & Milling - Machine 4,1,0.0,0.0,217.0,1,0,583.0
Case 87,Turning & Milling - Machine 4,1,2.0,0.0,117.0,1,2,113.0
Case 87,Turning & Milling - Machine 4,0,,,,0,0,648.0
Case 87,Turning & Milling - Machine 4,0,,,,0,0,660.0
Case 87,Turning & Milling Q.C.,1,8.0,0.0,495.0,1,8,32.0
Case 87,Turning & Milling - Machine 4,1,16.0,0.0,338.0,1,16,91.0
Case 87,Turning & Milling - Machine 4,0,,,,0,0,225.0
